task_id,puzzle_id,pair_index,emitted_candidates,distinct_candidate_grids,orbit_dispersion,majority_vote_mass,top2_vote_mass,top5_vote_mass,mean_candidate_multiplicity,max_candidate_multiplicity,singleton_grid_fraction,invalid_emissions,invalid_emission_fraction,b1_correct,d_count_distinct,d_count_multiset,d_count_non_identical_support,split
b1fc8b8e#0,b1fc8b8e,0,72,59,0.8815543535337956,0.1527777777777778,0.19444444444444445,0.25,1.2203389830508475,11,0.9491525423728814,0,0.0,0.0,0.17178898967245507,0.21804358688985429,0.11367492819160657,dev
b1fc8b8e#1,b1fc8b8e,1,72,59,0.8578960894129848,0.05555555555555555,0.1111111111111111,0.2222222222222222,1.2203389830508475,4,0.8813559322033898,0,0.0,0.0,-0.12065531667391763,0.14908115058708832,-0.0987813747497421,dev
b20f7c8b#0,b20f7c8b,0,1001,142,0.07272623343990425,0.17182817182817184,0.2817182817182817,0.5104895104895104,7.049295774647887,172,0.5985915492957746,0,0.0,0.0,0.3377723758327339,0.30636623550644243,0.22510261049197378,dev
b457fec5#0,b457fec5,0,1001,1000,0.25885863713891755,0.001998001998001998,0.002997002997002997,0.005994005994005994,1.001,2,0.999,0,0.0,0.0,0.03468820376960127,0.035345800049593715,0.03457860438960253,test
b4a43f3b#0,b4a43f3b,0,1001,862,0.6960632079936049,0.04295704295704296,0.059940059940059943,0.08691308691308691,1.1612529002320187,43,0.9431554524361949,0,0.0,0.0,-0.16465817225154408,-0.155015204500743,-0.17016279740154952,test
b7999b51#0,b7999b51,0,1001,984,0.966492160241693,0.003996003996003996,0.007992007992007992,0.014985014985014984,1.0172764227642277,4,0.9878048780487805,0,0.0,0.0,-0.03862872655273341,-0.02918806938381149,-0.04103758782548441,test
b7cb93ac#0,b7cb93ac,0,1001,542,0.8854263216997453,0.02097902097902098,0.04195804195804196,0.0939060939060939,1.8468634686346863,21,0.7084870848708487,0,0.0,0.0,0.0063145066465963755,0.23404279297466313,0.20206564969635893,dev
b7f8a4d8#0,b7f8a4d8,0,1001,687,0.7568939609668586,0.02097902097902098,0.03496503496503497,0.06493506493506494,1.4570596797671034,21,0.8122270742358079,2,0.001998001998001998,0.0,-0.023310284568235768,0.34093200988037947,0.3314741418048805,test
b7fb29bc#0,b7fb29bc,0,1001,830,0.3253109978912786,0.015984015984015984,0.030969030969030968,0.06993006993006992,1.2060240963855422,16,0.9168674698795181,16,0.015984015984015984,0.0,0.04672066539947253,0.051266712549094526,0.0420389393283037,dev
b942fd60#0,b942fd60,0,1001,824,0.6885133010550608,0.025974025974025976,0.03896103896103896,0.06593406593406594,1.2148058252427185,26,0.9089805825242718,0,0.0,0.0,-0.1845460932995194,-0.17968108976717037,-0.1886798000794849,dev
b9630600#0,b9630600,0,72,72,0.24876757536405403,0.013888888888888888,0.027777777777777776,0.06944444444444445,1.0,1,1.0,0,0.0,0.0,,,,dev
ba9d41b8#0,ba9d41b8,0,1001,963,0.9646271482686015,0.016983016983016984,0.01998001998001998,0.02797202797202797,1.039460020768432,17,0.9792315680166147,0,0.0,0.0,-0.05225207024864443,-0.03799629037669028,-0.054870717928397504,test
baf41dbf#0,baf41dbf,0,576,482,0.92385360926885,0.05381944444444445,0.07291666666666667,0.11111111111111112,1.1950207468879668,31,0.9377593360995851,0,0.0,0.0,0.05852105958928312,0.116635670405842,0.07603204959510614,test
bb52a14b#0,bb52a14b,0,1001,419,0.8839013812868897,0.1048951048951049,0.15384615384615385,0.23276723276723277,2.389021479713604,105,0.7016706443914081,0,0.0,0.0,0.15666821278808318,0.2597991972823263,0.21435808080836422,dev
bbb1b8b6#0,bbb1b8b6,0,1001,363,0.4567068379506338,0.1038961038961039,0.2017982017982018,0.32667332667332666,2.757575757575758,104,0.6914600550964187,0,0.0,0.0,0.26081086292711936,0.25309512975063325,0.23689034944295062,dev
bbb1b8b6#1,bbb1b8b6,1,1001,483,0.5661278314006952,0.08791208791208792,0.14785214785214787,0.23076923076923078,2.072463768115942,88,0.7598343685300207,0,0.0,0.0,0.23757304556402656,0.22729485756265358,0.20750679546514977,dev
bc4146bd#0,bc4146bd,0,1001,768,0.5689752190785762,0.06693306693306693,0.0969030969030969,0.10989010989010989,1.3033854166666667,67,0.8489583333333334,30,0.029970029970029972,0.0,0.03899355535593996,0.057496230863233244,0.042842213969935775,test
bcb3040b#0,bcb3040b,0,1001,929,0.07282910142499499,0.011988011988011988,0.017982017982017984,0.03196803196803197,1.077502691065662,12,0.9580193756727664,0,0.0,0.0,0.09551516944654424,0.10366581042110734,0.1020733761490037,test
bd14c3bf#0,bd14c3bf,0,576,320,0.6181823391828032,0.041666666666666664,0.08159722222222221,0.171875,1.8,24,0.834375,0,0.0,0.0,-0.036576376858000734,-0.004231310347262114,-0.06194137582013119,test
be03b35f#0,be03b35f,0,576,313,0.3721051935435641,0.034722222222222224,0.06944444444444445,0.16319444444444445,1.840255591054313,20,0.7955271565495208,0,0.0,0.0,0.36607977484361726,0.3692793345603547,0.33392430404162865,dev
bf32578f#0,bf32578f,0,1001,97,0.8506864589823654,0.09490509490509491,0.16583416583416583,0.2907092907092907,10.31958762886598,95,0.35051546391752575,0,0.0,0.0,-0.47722330889108633,0.24426639729906474,-0.05260037823953295,dev
bf699163#0,bf699163,0,1001,746,0.641811391894415,0.08691308691308691,0.1018981018981019,0.13386613386613389,1.341823056300268,87,0.8967828418230563,0,0.0,0.0,0.01823347416216462,0.029146386001243727,0.01753146205389462,test
bf89d739#0,bf89d739,0,575,410,0.022921282719934766,0.06782608695652174,0.09565217391304348,0.12,1.4024390243902438,39,0.7829268292682927,0,0.0,0.0,0.2718557265842991,0.28110959161383864,0.2706480980877119,dev
c074846d#0,c074846d,0,1001,480,0.10830622698631565,0.11388611388611389,0.13686313686313686,0.18181818181818182,2.0854166666666667,114,0.6895833333333333,0,0.0,0.0,0.09631588634900483,0.2896886528258512,0.2780479450941236,test
c074846d#1,c074846d,1,1001,318,0.14335536554509698,0.14085914085914086,0.1968031968031968,0.28471528471528473,3.147798742138365,141,0.5880503144654088,0,0.0,0.0,0.18392108991299033,0.39387865324475674,0.37645385716422225,test
c1990cce#0,c1990cce,0,576,14,0.624387615394813,0.5,0.8333333333333333,0.8749999999999998,41.142857142857146,288,0.0,0,0.0,0.0,-0.6811059575747279,0.6842105263157895,-0.6811059575747279,test
c3202e5a#0,c3202e5a,0,1001,764,0.7748990829782516,0.017982017982017984,0.03496503496503497,0.06293706293706294,1.3102094240837696,18,0.8573298429319371,0,0.0,0.0,0.17997132236313562,0.18961353868467398,0.17832909373856023,dev
c35c1b4c#0,c35c1b4c,0,1001,623,0.9181654701245824,0.022977022977022976,0.03896103896103896,0.08391608391608392,1.6067415730337078,23,0.7367576243980738,0,0.0,0.0,-0.03919632378213001,0.007878832238023988,-0.026778069317088697,test
c48954c1#0,c48954c1,0,1001,792,0.8668478671907245,0.008991008991008992,0.015984015984015984,0.03596403596403596,1.2638888888888888,9,0.8623737373737373,5,0.004995004995004995,0.0,0.17383195678173866,0.18971891366148003,0.1646140940344297,test
c62e2108#0,c62e2108,0,1001,889,0.2870796618025284,0.06493506493506493,0.06793206793206792,0.07492507492507491,1.125984251968504,65,0.9471316085489314,65,0.06493506493506493,0.0,0.006957173680535958,0.008397923478893633,0.005767472518412602,test
c64f1187#0,c64f1187,0,1001,748,0.764907655018238,0.01998001998001998,0.03196803196803197,0.06293706293706294,1.338235294117647,20,0.8609625668449198,0,0.0,0.0,0.17639078741363307,0.19409976179499827,0.17089790925116013,dev
c658a4bd#0,c658a4bd,0,1001,999,0.954330677251495,0.001998001998001998,0.003996003996003996,0.006993006993006993,1.002002002002002,2,0.997997997997998,1,0.000999000999000999,0.0,0.021432527728016723,0.0221314145017564,0.020733640954277047,dev
c663677b#0,c663677b,0,1001,1,0.0,1.0,1.0,1.0,1001.0,1001,0.0,0,0.0,1.0,,,,test
c6e1b8da#0,c6e1b8da,0,1001,983,0.6860342774138208,0.006993006993006993,0.00999000999000999,0.015984015984015984,1.0183112919633774,7,0.987792472024415,7,0.006993006993006993,0.0,-0.02947902835222943,-0.022558098430749574,-0.0317629128014368,test
c7d4e6ad#0,c7d4e6ad,0,1001,799,0.8582415529429488,0.04795204795204795,0.07192807192807193,0.1108891108891109,1.2528160200250313,48,0.9286608260325406,0,0.0,0.0,-0.06971184462182323,0.3318256585941218,0.31853575945224144,dev
